productkey,orderdatekey,duedatekey,shipdatekey,customerkey,promotionkey,currencykey,salesordernumber,totalproductcost,salesamount
361,20220624,20220706,20220701,13489,1,100,SO60811,"1,251.98",2294.99
480,20220624,20220706,20220701,13489,1,100,SO60811,0.86,2.29
355,20220624,20220706,20220701,11810,1,100,SO60812,"1,265.62",2319.99
528,20220624,20220706,20220701,11810,1,100,SO60812,1.87,4.99
537,20220624,20220706,20220701,11810,1,100,SO60812,13.09,35
214,20220624,20220706,20220701,11810,1,100,SO60812,13.09,34.99
353,20220624,20220706,20220701,13472,1,100,SO60813,"1,265.62",2319.99
528,20220624,20220706,20220701,13472,1,100,SO60813,1.87,4.99
537,20220624,20220706,20220701,13472,1,100,SO60813,13.09,35
486,20220624,20220706,20220701,13472,1,100,SO60813,59.47,159
579,20220624,20220706,20220701,26961,1,100,SO60814,755.15,1214.85
491,20220624,20220706,20220701,26961,1,100,SO60814,41.57,53.99
581,20220624,20220706,20220701,19605,1,6,SO60815,"1,082.51",1700.99
222,20220624,20220706,20220701,19605,1,6,SO60815,13.09,34.99
388,20220624,20220706,20220701,16929,1,6,SO60816,713.08,1120.49
222,20220624,20220706,20220701,16929,1,6,SO60816,13.09,34.99
606,20220624,20220706,20220701,22410,1,6,SO60817,343.65,539.99
225,20220624,20220706,20220701,11109,1,6,SO60818,6.92,8.99
561,20220624,20220706,20220701,11109,1,6,SO60818,"1,481.94",2384.07
579,20220624,20220706,20220701,25419,1,100,SO60819,755.15,1214.85
214,20220624,20220706,20220701,25419,1,100,SO60819,13.09,34.99
575,20220624,20220706,20220701,25289,1,100,SO60820,"1,481.94",2384.07
477,20220624,20220706,20220701,25289,1,100,SO60820,1.87,4.99
479,20220624,20220706,20220701,25289,1,100,SO60820,3.36,8.99
487,20220624,20220706,20220701,25289,1,100,SO60820,20.57,54.99
574,20220624,20220706,20220701,25397,1,100,SO60821,"1,481.94",2384.07
541,20220624,20220706,20220701,25397,1,100,SO60821,10.84,28.99
530,20220624,20220706,20220701,25397,1,100,SO60821,1.87,4.99
225,20220624,20220706,20220701,25397,1,100,SO60821,6.92,8.99
563,20220624,20220706,20220701,25872,1,100,SO60822,"1,481.94",2384.07
214,20220624,20220706,20220701,25872,1,100,SO60822,13.09,34.99
606,20220624,20220706,20220701,23158,1,100,SO60823,343.65,539.99
217,20220624,20220706,20220701,23158,1,100,SO60823,13.09,34.99
465,20220624,20220706,20220701,23158,1,100,SO60823,9.16,24.49
605,20220624,20220706,20220701,17557,1,100,SO60824,343.65,539.99
606,20220624,20220706,20220701,17668,2,100,SO60825,343.65,539.99
477,20220624,20220706,20220701,17668,1,100,SO60825,1.87,4.99
479,20220624,20220706,20220701,17668,1,100,SO60825,3.36,8.99
582,20220624,20220706,20220701,17270,1,100,SO60826,"1,082.51",1700.99
222,20220624,20220706,20220701,17270,1,100,SO60826,13.09,34.99
388,20220624,20220706,20220701,27775,1,100,SO60827,713.08,1120.49
382,20220624,20220706,20220701,27182,1,100,SO60828,713.08,1120.49
490,20220624,20220706,20220701,27182,1,100,SO60828,41.57,53.99
606,20220624,20220706,20220701,26942,1,98,SO60829,343.65,539.99
477,20220624,20220706,20220701,26942,1,98,SO60829,1.87,4.99
479,20220624,20220706,20220701,26942,1,98,SO60829,3.36,8.99
217,20220624,20220706,20220701,26942,1,98,SO60829,13.09,34.99
575,20220624,20220706,20220701,16826,1,100,SO60830,"1,481.94",2384.07
477,20220624,20220706,20220701,16826,1,100,SO60830,1.87,4.99
479,20220624,20220706,20220701,16826,1,100,SO60830,3.36,8.99
225,20220624,20220706,20220701,16826,1,100,SO60830,6.92,8.99
214,20220624,20220706,20220701,16826,1,100,SO60830,13.09,34.99
573,20220624,20220706,20220701,25738,1,100,SO60831,"1,481.94",2384.07
477,20220624,20220706,20220701,25738,1,100,SO60831,1.87,4.99
479,20220624,20220706,20220701,25738,1,100,SO60831,3.36,8.99
563,20220624,20220706,20220701,13405,1,100,SO60832,"1,481.94",2384.07
479,20220624,20220706,20220701,13405,1,100,SO60832,3.36,8.99
477,20220624,20220706,20220701,13405,1,100,SO60832,1.87,4.99
560,20220624,20220706,20220701,14219,1,6,SO60833,755.15,1214.85
569,20220624,20220706,20220701,29069,1,6,SO60834,461.44,742.35
477,20220624,20220706,20220701,29069,1,6,SO60834,1.87,4.99
479,20220624,20220706,20220701,29069,1,6,SO60834,3.36,8.99
574,20220624,20220706,20220701,11075,1,6,SO60835,"1,481.94",2384.07
477,20220624,20220706,20220701,11075,1,6,SO60835,1.87,4.99
479,20220624,20220706,20220701,11075,1,6,SO60835,3.36,8.99
225,20220624,20220706,20220701,11449,1,6,SO60836,6.92,8.99
564,20220624,20220706,20220701,11449,1,6,SO60836,"1,481.94",2384.07
363,20220625,20220707,20220702,15093,1,100,SO60837,"1,251.98",2294.99
217,20220625,20220707,20220702,15093,1,100,SO60837,13.09,34.99
353,20220625,20220707,20220702,13265,1,100,SO60838,"1,265.62",2319.99
478,20220625,20220707,20220702,13265,1,100,SO60838,3.74,9.99
477,20220625,20220707,20220702,13265,1,100,SO60838,1.87,4.99
222,20220625,20220707,20220702,13265,1,100,SO60838,13.09,34.99
484,20220625,20220707,20220702,28773,1,19,SO60839,2.97,7.95
483,20220625,20220707,20220702,28773,1,19,SO60839,44.88,120
539,20220625,20220707,20220702,17074,1,6,SO60840,9.35,24.99
529,20220625,20220707,20220702,17074,1,6,SO60840,1.49,3.99
480,20220625,20220707,20220702,17074,1,6,SO60840,0.86,2.29
476,20220625,20220707,20220702,26151,1,6,SO60841,26.18,69.99
214,20220625,20220707,20220702,13522,1,6,SO60842,13.09,34.99
217,20220625,20220707,20220702,15149,1,6,SO60843,13.09,34.99
463,20220625,20220707,20220702,17346,1,6,SO60844,9.16,24.49
225,20220625,20220707,20220702,15039,1,6,SO60845,6.92,8.99
225,20220625,20220707,20220702,17313,1,6,SO60846,6.92,8.99
489,20220625,20220707,20220702,16700,1,6,SO60847,41.57,53.99
491,20220625,20220707,20220702,16704,1,6,SO60848,41.57,53.99
583,20220625,20220707,20220702,20975,1,98,SO60849,"1,082.51",1700.99
529,20220625,20220707,20220702,20975,1,98,SO60849,1.49,3.99
539,20220625,20220707,20220702,20975,1,98,SO60849,9.35,24.99
480,20220625,20220707,20220702,20975,1,98,SO60849,0.86,2.29
380,20220625,20220707,20220702,12650,1,100,SO60850,"1,554.95",2443.35
539,20220625,20220707,20220702,11711,1,19,SO60851,9.35,24.99
529,20220625,20220707,20220702,11711,1,19,SO60851,1.49,3.99
480,20220625,20220707,20220702,11711,1,19,SO60851,0.86,2.29
539,20220625,20220707,20220702,28801,1,100,SO60852,9.35,24.99
480,20220625,20220707,20220702,28801,1,100,SO60852,0.86,2.29
541,20220625,20220707,20220702,11331,1,19,SO60853,10.84,28.99
530,20220625,20220707,20220702,11331,1,19,SO60853,1.87,4.99
480,20220625,20220707,20220702,11331,2,19,SO60853,0.86,2.29
541,20220625,20220707,20220702,26777,1,100,SO60854,10.84,28.99
530,20220625,20220707,20220702,26777,1,100,SO60854,1.87,4.99
217,20220625,20220707,20220702,26777,1,100,SO60854,13.09,34.99
535,20220625,20220707,20220702,26289,1,100,SO60855,9.35,24.99
528,20220625,20220707,20220702,26289,1,100,SO60855,1.87,4.99
540,20220625,20220707,20220702,25896,1,100,SO60856,12.19,32.6
529,20220625,20220707,20220702,25896,1,100,SO60856,1.49,3.99
217,20220625,20220707,20220702,25896,1,100,SO60856,13.09,34.99
237,20220625,20220707,20220702,25896,1,100,SO60856,38.49,49.99
536,20220625,20220707,20220702,23481,1,100,SO60857,11.22,29.99
536,20220625,20220707,20220702,23092,1,100,SO60858,11.22,29.99
536,20220625,20220707,20220702,23193,1,100,SO60859,11.22,29.99
480,20220625,20220707,20220702,23193,2,100,SO60859,0.86,2.29
536,20220625,20220707,20220702,17601,1,19,SO60860,11.22,29.99
528,20220625,20220707,20220702,17601,1,19,SO60860,1.87,4.99
217,20220625,20220707,20220702,17601,1,19,SO60860,13.09,34.99
478,20220625,20220707,20220702,21627,1,100,SO60861,3.74,9.99
477,20220625,20220707,20220702,21627,1,100,SO60861,1.87,4.99
480,20220625,20220707,20220702,21627,1,100,SO60861,0.86,2.29
477,20220625,20220707,20220702,16971,1,100,SO60862,1.87,4.99
214,20220625,20220707,20220702,16971,1,100,SO60862,13.09,34.99
463,20220625,20220707,20220702,16971,1,100,SO60862,9.16,24.49
477,20220625,20220707,20220702,16993,1,100,SO60863,1.87,4.99
483,20220625,20220707,20220702,16993,1,100,SO60863,44.88,120
477,20220625,20220707,20220702,13175,1,19,SO60864,1.87,4.99
222,20220625,20220707,20220702,13175,1,19,SO60864,13.09,34.99
485,20220625,20220707,20220702,22714,1,19,SO60865,8.22,21.98
478,20220625,20220707,20220702,22714,1,19,SO60865,3.74,9.99
477,20220625,20220707,20220702,22714,1,19,SO60865,1.87,4.99
214,20220625,20220707,20220702,22714,1,19,SO60865,13.09,34.99
477,20220625,20220707,20220702,22384,1,100,SO60866,1.87,4.99
214,20220625,20220707,20220702,22384,1,100,SO60866,13.09,34.99
529,20220625,20220707,20220702,19524,1,100,SO60867,1.49,3.99
480,20220625,20220707,20220702,19524,1,100,SO60867,0.86,2.29
484,20220625,20220707,20220702,19524,1,100,SO60867,2.97,7.95
225,20220625,20220707,20220702,19524,1,100,SO60867,6.92,8.99
541,20220625,20220707,20220702,20053,1,98,SO60868,10.84,28.99
530,20220625,20220707,20220702,20053,1,98,SO60868,1.87,4.99
480,20220625,20220707,20220702,20053,2,98,SO60868,0.86,2.29
477,20220625,20220707,20220702,26208,1,98,SO60869,1.87,4.99
214,20220625,20220707,20220702,26208,1,98,SO60869,13.09,34.99
225,20220625,20220707,20220702,26208,1,98,SO60869,6.92,8.99
530,20220625,20220707,20220702,14988,1,98,SO60870,1.87,4.99
541,20220625,20220707,20220702,14988,1,98,SO60870,10.84,28.99
480,20220625,20220707,20220702,14988,2,98,SO60870,0.86,2.29
530,20220625,20220707,20220702,24095,1,100,SO60871,1.87,4.99
465,20220625,20220707,20220702,24095,1,100,SO60871,9.16,24.49
477,20220625,20220707,20220702,12727,1,100,SO60872,1.87,4.99
478,20220625,20220707,20220702,12727,1,100,SO60872,3.74,9.99
380,20220625,20220707,20220702,20482,1,100,SO60873,"1,554.95",2443.35
363,20220625,20220707,20220702,11872,1,100,SO60874,"1,251.98",2294.99
537,20220625,20220707,20220702,11872,1,100,SO60874,13.09,35
528,20220625,20220707,20220702,11872,1,100,SO60874,1.87,4.99
214,20220625,20220707,20220702,11872,1,100,SO60874,13.09,34.99
355,20220625,20220707,20220702,15201,1,19,SO60875,"1,265.62",2319.99
528,20220625,20220707,20220702,15201,1,19,SO60875,1.87,4.99
537,20220625,20220707,20220702,15201,1,19,SO60875,13.09,35
357,20220625,20220707,20220702,13904,2,100,SO60876,"1,265.62",2319.99
363,20220625,20220707,20220702,14380,1,100,SO60877,"1,251.98",2294.99
537,20220625,20220707,20220702,14380,1,100,SO60877,13.09,35
585,20220625,20220707,20220702,28472,1,100,SO60878,461.44,742.35
484,20220625,20220707,20220702,28472,1,100,SO60878,2.97,7.95
570,20220625,20220707,20220702,26950,1,100,SO60879,461.44,742.35
222,20220625,20220707,20220702,26950,1,100,SO60879,13.09,34.99
380,20220625,20220707,20220702,19956,1,6,SO60880,"1,554.95",2443.35
529,20220625,20220707,20220702,19956,1,6,SO60880,1.49,3.99
540,20220625,20220707,20220702,19956,1,6,SO60880,12.19,32.6
480,20220625,20220707,20220702,19956,1,6,SO60880,0.86,2.29
580,20220625,20220707,20220702,20214,1,6,SO60881,"1,082.51",1700.99
539,20220625,20220707,20220702,20214,1,6,SO60881,9.35,24.99
378,20220625,20220707,20220702,19967,1,6,SO60882,"1,554.95",2443.35
484,20220625,20220707,20220702,19967,1,6,SO60882,2.97,7.95
388,20220625,20220707,20220702,16527,1,6,SO60883,713.08,1120.49
491,20220625,20220707,20220702,16527,1,6,SO60883,41.57,53.99
575,20220625,20220707,20220702,11060,1,6,SO60884,"1,481.94",2384.07
479,20220625,20220707,20220702,11060,1,6,SO60884,3.36,8.99
477,20220625,20220707,20220702,11060,1,6,SO60884,1.87,4.99
214,20220625,20220707,20220702,11060,1,6,SO60884,13.09,34.99
573,20220625,20220707,20220702,11095,1,6,SO60885,"1,481.94",2384.07
217,20220625,20220707,20220702,11095,1,6,SO60885,13.09,34.99
562,20220625,20220707,20220702,11117,1,6,SO60886,"1,481.94",2384.07
217,20220625,20220707,20220702,11117,1,6,SO60886,13.09,34.99
573,20220625,20220707,20220702,12060,1,19,SO60887,"1,481.94",2384.07
482,20220625,20220707,20220702,12060,1,19,SO60887,3.36,8.99
604,20220625,20220707,20220702,17518,1,100,SO60888,343.65,539.99
606,20220625,20220707,20220702,15762,2,19,SO60889,343.65,539.99
467,20220625,20220707,20220702,15762,2,19,SO60889,9.16,24.49
382,20220625,20220707,20220702,19434,1,100,SO60890,713.08,1120.49
539,20220625,20220707,20220702,19434,1,100,SO60890,9.35,24.99
529,20220625,20220707,20220702,19434,1,100,SO60890,1.49,3.99
480,20220625,20220707,20220702,19434,1,100,SO60890,0.86,2.29
384,20220625,20220707,20220702,20830,2,100,SO60891,713.08,1120.49
489,20220625,20220707,20220702,20830,1,100,SO60891,41.57,53.99
225,20220625,20220707,20220702,20830,1,100,SO60891,6.92,8.99
606,20220625,20220707,20220702,22627,1,100,SO60892,343.65,539.99
479,20220625,20220707,20220702,22627,1,100,SO60892,3.36,8.99
477,20220625,20220707,20220702,22627,1,100,SO60892,1.87,4.99
222,20220625,20220707,20220702,22627,1,100,SO60892,13.09,34.99
563,20220625,20220707,20220702,24194,1,100,SO60893,"1,481.94",2384.07
541,20220625,20220707,20220702,24194,1,100,SO60893,10.84,28.99
530,20220625,20220707,20220702,24194,1,100,SO60893,1.87,4.99
567,20220625,20220707,20220702,14299,1,6,SO60894,461.44,742.35
357,20220626,20220708,20220703,13607,1,100,SO60895,"1,265.62",2319.99
480,20220626,20220708,20220703,13607,1,100,SO60895,0.86,2.29
363,20220626,20220708,20220703,13405,1,100,SO60896,"1,251.98",2294.99
477,20220626,20220708,20220703,13405,1,100,SO60896,1.87,4.99
478,20220626,20220708,20220703,13405,1,100,SO60896,3.74,9.99
222,20220626,20220708,20220703,13405,1,100,SO60896,13.09,34.99
528,20220626,20220708,20220703,13523,1,6,SO60897,1.87,4.99
535,20220626,20220708,20220703,13523,1,6,SO60897,9.35,24.99
480,20220626,20220708,20220703,13523,2,6,SO60897,0.86,2.29
480,20220626,20220708,20220703,18714,1,6,SO60898,0.86,2.29
580,20220626,20220708,20220703,11423,1,100,SO60899,"1,082.51",1700.99
539,20220626,20220708,20220703,11423,1,100,SO60899,9.35,24.99
529,20220626,20220708,20220703,11423,1,100,SO60899,1.49,3.99
487,20220626,20220708,20220703,11423,1,100,SO60899,20.57,54.99
217,20220626,20220708,20220703,11423,1,100,SO60899,13.09,34.99
589,20220626,20220708,20220703,14139,1,100,SO60900,419.78,769.49
231,20220626,20220708,20220703,14139,1,100,SO60900,38.49,49.99
588,20220626,20220708,20220703,16033,1,98,SO60901,419.78,769.49
237,20220626,20220708,20220703,16033,1,98,SO60901,38.49,49.99
539,20220626,20220708,20220703,15172,1,19,SO60902,9.35,24.99
529,20220626,20220708,20220703,15172,1,19,SO60902,1.49,3.99
214,20220626,20220708,20220703,15172,1,19,SO60902,13.09,34.99
539,20220626,20220708,20220703,28639,1,100,SO60903,9.35,24.99
529,20220626,20220708,20220703,28639,1,100,SO60903,1.49,3.99
480,20220626,20220708,20220703,28639,1,100,SO60903,0.86,2.29
486,20220626,20220708,20220703,28639,1,100,SO60903,59.47,159
528,20220626,20220708,20220703,25341,1,100,SO60904,1.87,4.99
535,20220626,20220708,20220703,25341,1,100,SO60904,9.35,24.99
222,20220626,20220708,20220703,25341,1,100,SO60904,13.09,34.99
528,20220626,20220708,20220703,23727,1,100,SO60905,1.87,4.99
536,20220626,20220708,20220703,23727,1,100,SO60905,11.22,29.99
536,20220626,20220708,20220703,11652,1,19,SO60906,11.22,29.99
528,20220626,20220708,20220703,11652,1,19,SO60906,1.87,4.99
477,20220626,20220708,20220703,27112,1,19,SO60907,1.87,4.99
222,20220626,20220708,20220703,27112,1,19,SO60907,13.09,34.99
228,20220626,20220708,20220703,27112,1,19,SO60907,38.49,49.99
467,20220626,20220708,20220703,27112,1,19,SO60907,9.16,24.49
477,20220626,20220708,20220703,12363,1,19,SO60908,1.87,4.99
487,20220626,20220708,20220703,12363,1,19,SO60908,20.57,54.99
474,20220626,20220708,20220703,15418,1,19,SO60909,26.18,69.99
228,20220626,20220708,20220703,15418,1,19,SO60909,38.49,49.99
477,20220626,20220708,20220703,17459,1,100,SO60910,1.87,4.99
487,20220626,20220708,20220703,17459,1,100,SO60910,20.57,54.99
528,20220626,20220708,20220703,15979,1,100,SO60911,1.87,4.99
528,20220626,20220708,20220703,16091,1,100,SO60912,1.87,4.99
214,20220626,20220708,20220703,16091,1,100,SO60912,13.09,34.99
485,20220626,20220708,20220703,22363,1,19,SO60913,8.22,21.98
217,20220626,20220708,20220703,22363,1,19,SO60913,13.09,34.99
535,20220626,20220708,20220703,12847,1,98,SO60914,9.35,24.99
477,20220626,20220708,20220703,21131,1,100,SO60915,1.87,4.99
214,20220626,20220708,20220703,21131,1,100,SO60915,13.09,34.99
539,20220626,20220708,20220703,20055,1,98,SO60916,9.35,24.99
529,20220626,20220708,20220703,20055,1,98,SO60916,1.49,3.99
489,20220626,20220708,20220703,20055,1,98,SO60916,41.57,53.99
529,20220626,20220708,20220703,20161,1,100,SO60917,1.49,3.99
222,20220626,20220708,20220703,20161,1,100,SO60917,13.09,34.99
541,20220626,20220708,20220703,12654,1,98,SO60918,10.84,28.99
530,20220626,20220708,20220703,12654,1,98,SO60918,1.87,4.99
480,20220626,20220708,20220703,12654,2,98,SO60918,0.86,2.29
538,20220626,20220708,20220703,29443,1,98,SO60919,8.04,21.49
529,20220626,20220708,20220703,29443,1,98,SO60919,1.49,3.99
472,20220626,20220708,20220703,29443,1,98,SO60919,23.75,63.5
530,20220626,20220708,20220703,16036,1,98,SO60920,1.87,4.99
222,20220626,20220708,20220703,16036,1,98,SO60920,13.09,34.99
541,20220626,20220708,20220703,22584,1,100,SO60921,10.84,28.99
530,20220626,20220708,20220703,22584,1,100,SO60921,1.87,4.99
537,20220626,20220708,20220703,11517,1,100,SO60922,13.09,35
528,20220626,20220708,20220703,11517,1,100,SO60922,1.87,4.99
222,20220626,20220708,20220703,11517,1,100,SO60922,13.09,34.99
465,20220626,20220708,20220703,11517,1,100,SO60922,9.16,24.49
485,20220626,20220708,20220703,12759,1,100,SO60923,8.22,21.98
217,20220626,20220708,20220703,11562,1,100,SO60924,13.09,34.99
228,20220626,20220708,20220703,11562,1,100,SO60924,38.49,49.99
597,20220626,20220708,20220703,19697,1,100,SO60925,294.58,539.99
599,20220626,20220708,20220703,19706,1,100,SO60926,294.58,539.99
478,20220626,20220708,20220703,19706,1,100,SO60926,3.74,9.99
477,20220626,20220708,20220703,19706,1,100,SO60926,1.87,4.99
488,20220626,20220708,20220703,19706,1,100,SO60926,41.57,53.99
225,20220626,20220708,20220703,19706,1,100,SO60926,6.92,8.99
361,20220626,20220708,20220703,13911,1,100,SO60927,"1,251.98",2294.99
485,20220626,20220708,20220703,13911,1,100,SO60927,8.22,21.98
237,20220626,20220708,20220703,13911,1,100,SO60927,38.49,49.99
355,20220626,20220708,20220703,13947,1,100,SO60928,"1,265.62",2319.99
537,20220626,20220708,20220703,13947,1,100,SO60928,13.09,35
528,20220626,20220708,20220703,13947,1,100,SO60928,1.87,4.99
471,20220626,20220708,20220703,13947,1,100,SO60928,23.75,63.5
359,20220626,20220708,20220703,13492,1,100,SO60929,"1,251.98",2294.99
478,20220626,20220708,20220703,13492,1,100,SO60929,3.74,9.99
477,20220626,20220708,20220703,13492,1,100,SO60929,1.87,4.99
225,20220626,20220708,20220703,13492,1,100,SO60929,6.92,8.99
363,20220626,20220708,20220703,14292,1,100,SO60930,"1,251.98",2294.99
485,20220626,20220708,20220703,14292,1,100,SO60930,8.22,21.98
480,20220626,20220708,20220703,14292,1,100,SO60930,0.86,2.29
361,20220626,20220708,20220703,15395,1,19,SO60931,"1,251.98",2294.99
537,20220626,20220708,20220703,15395,1,19,SO60931,13.09,35
485,20220626,20220708,20220703,15395,1,19,SO60931,8.22,21.98
481,20220626,20220708,20220703,15395,1,19,SO60931,3.36,8.99
353,20220626,20220708,20220703,15391,1,19,SO60932,"1,265.62",2319.99
528,20220626,20220708,20220703,15391,1,19,SO60932,1.87,4.99
537,20220626,20220708,20220703,15391,1,19,SO60932,13.09,35
217,20220626,20220708,20220703,15391,1,19,SO60932,13.09,34.99
579,20220626,20220708,20220703,25574,1,100,SO60933,755.15,1214.85
225,20220626,20220708,20220703,25574,1,100,SO60933,6.92,8.99
